0,1 9,513507699746334
0,13125 7,157975254161732
0,1625 5,717013607399034
0,19375 4,747621871360196
0,225 4,052958254878788
0,25625 3,5322379813502223
0,2875 3,1285245435667584
0,31875 2,807232492667862
0,35 2,546146977451066
0,38125 2,330352006252393
0,4125 2,1494642781951305
0,44375 1,996036002719723
0,475 1,8645883321175338
0,50625 1,7510029001212202
0,5375 1,6521257100956972
0,56875 1,5655016875293752
0,6 1,4891922489290144
0,63125 1,4216471111408497
0,6625 1,3616124251392032
0,69375 1,3080637754494548
0,725 1,2601565384341882
0,75625 1,2171885748450717
0,7875 1,1785718276370198
0,81875 1,1438104434584984
0,85 1,1124837370210265
0,88125 1,0842327946377373
0,9125 1,0587498432238946
0,94375 1,0357697426800994
0,975 1,0150631243668466
1,00625 0,9964308171516776
1,0375 0,9796992885790418
1,06875 0,9647168937871871
1,1 0,9513507699746335
1,13125 0,9394842521087273
1,1625 0,929014711202343
1,19375 0,919851737576038
1,225 0,9119156073477273
1,25625 0,9051359827209944
1,2875 0,8994508062754429
1,31875 0,8948053570378809
1,35 0,891151442107873
1,38125 0,8884467023837247
1,4125 0,8866540147554913
1,44375 0,8857409762068771
1,475 0,8856794577558286
1,50625 0,8864452181863677
1,5375 0,8880175691764371
1,56875 0,8903790847823321
1,6 0,8935153493574086
1,63125 0,8974147389076613
1,6625 0,9020682316547222
1,69375 0,9074692442180593
1,725 0,9136134903647863
1,75625 0,9204988597265854
1,7875 0,9281253142641531
1,81875 0,9364948005816456
1,85 0,9456111764678726
1,88125 0,955480150274506
1,9125 0,9661092319418038
1,94375 0,9775076946543437
1,975 0,9896865462576754
2,00625 1,0026585097588756
2,0375 1,0164380119007559
2,06875 1,0310411802350563
2,1 1,046485846972097
2,13125 1,0627915601979978
2,1625 1,079979601772724
2,19375 1,0980730117313955
2,225 1,117096619000966
2,25625 1,1370770782932493
2,2875 1,1580429130796328
2,31875 1,1800245645937055
2,35 1,2030544468456286
2,38125 1,2271670076675198
2,4125 1,2523987958421317
2,44375 1,278788534398679
2,475 1,3063772001898473
2,50625 1,3352081098932165
2,5375 1,3653270126087722
2,56875 1,3967821892522836
2,6 1,429624558971854
2,63125 1,4639077928431226
2,6625 1,4996884351259756
2,69375 1,537026032394338
2,725 1,5759832708792565
2,75625 1,6166261223948157
2,7875 1,6590239992471738
2,81875 1,703249918557868
2,85 1,7493806764655644
2,88125 1,7974970327039144
2,9125 1,8476839060886998
2,94375 1,9000305814843808
2,975 1,954630928858909
3,00625 2,011583635203744
3,0375 2,07099244924779
3,06875 2,132966441611273
3,1 2,197620278641404
3,13125 2,265074512671983
3,1625 2,3354558888335153
3,19375 2,408897669485749
3,225 2,485539977277149
3,25625 2,565530157899144
3,2875 2,64902316366966
3,31875 2,7361819591516547
3,35 2,8271779500872274
3,38125 2,9221914370082818
3,4125 3,021412094969143
3,44375 3,125039480936772
3,475 3,233283570469872
3,50625 3,3463653254198737
3,5375 3,4645172944947595
3,56875 3,5879842486418037
3,6 3,71702385332682
3,63125 3,851907379918466
3,6625 3,99292045852291
3,69375 4,140363874762248
3,725 4,294554413145974
3,75625 4,455825749850711
3,7875 4,624529397901497
3,81875 4,80103570793499
3,85 4,985734927926859
3,88125 5,179038325478153
3,9125 5,381379376483339
3,94375 5,593215024244646
3,975 5,815027013355254
4,00625 6,047323303331256
4,0375 6,290639564590163
4,06875 6,545540767694594
4,1 6,812622863788352
4,13125 7,092514567804146
4,1625 7,385879248435993
4,19375 7,693416931920111
4,225 8,015866426718807
4,25625 8,354007576659088
4,2875 8,708663650564008
4,31875 9,080703876934555
4,35 9,471046132792212
4,38125 9,880659796384252
4,4125 10,310568774082201
4,44375 10,761854712476008
4,475 11,235660407382806
4,50625 11,733193422253432
4,5375 12,255729929275212
4,56875 12,804618787340438
4,6 13,381285871976553
4,63125 13,98723867332893
4,6625 14,62407117934016
4,69375 15,293469062403053
4,725 15,997215188968752
4,75625 16,737195472876735
4,7875 17,515405094551923
4,81875 18,333955109676744
4,85 19,195079472518408
4,88125 20,101142500762084
