# x1 y1 x2 y2 x3 y3
1 0 NaN NaN NaN NaN
0,9921147013144779 0,12533323356430426 NaN NaN NaN NaN
0,9685831611286311 0,2486898871648548 NaN NaN NaN NaN
0,9297764858882513 0,368124552684678 NaN NaN NaN NaN
0,8763066800438636 0,4817536741017153 NaN NaN NaN NaN
0,8090169943749475 0,5877852522924731 NaN NaN NaN NaN
0,7289686274214116 0,6845471059286886 NaN NaN NaN NaN
0,6374239897486897 0,7705132427757891 NaN NaN NaN NaN
0,5358267949789968 0,844327925502015 NaN NaN NaN NaN
0,4257792915650728 0,9048270524660195 NaN NaN NaN NaN
0,3090169943749477 0,9510565162951535 NaN NaN NaN NaN
0,18738131458572493 0,9822872507286886 NaN NaN NaN NaN
0,06279051952931375 0,9980267284282716 NaN NaN NaN NaN
-0,06279051952931296 0,9980267284282716 NaN NaN NaN NaN
-0,18738131458572418 0,9822872507286887 NaN NaN NaN NaN
-0,30901699437494695 0,9510565162951538 NaN NaN NaN NaN
-0,4257792915650723 0,9048270524660197 NaN NaN NaN NaN
-0,5358267949789964 0,8443279255020152 NaN NaN NaN NaN
-0,6374239897486897 0,7705132427757893 NaN NaN NaN NaN
-0,7289686274214117 0,6845471059286885 NaN NaN NaN NaN
-0,8090169943749477 0,5877852522924728 NaN NaN NaN NaN
-0,8763066800438638 0,4817536741017148 NaN NaN NaN NaN
-0,9297764858882517 0,3681245526846773 NaN NaN NaN NaN
-0,9685831611286313 0,24868988716485396 NaN NaN NaN NaN
-0,992114701314478 0,1253332335643032 NaN NaN NaN NaN
-1 -1,2098029496354525E-15 NaN NaN NaN NaN
-0,9921147013144777 -0,12533323356430562 NaN NaN NaN NaN
-0,9685831611286307 -0,2486898871648563 NaN NaN NaN NaN
-0,9297764858882508 -0,3681245526846796 NaN NaN NaN NaN
-0,8763066800438627 -0,48175367410171693 NaN NaN NaN NaN
-0,8090169943749462 -0,5877852522924748 NaN NaN NaN NaN
-0,72896862742141 -0,6845471059286903 NaN NaN NaN NaN
-0,6374239897486882 -0,7705132427757905 NaN NaN NaN NaN
-0,5358267949789948 -0,8443279255020162 NaN NaN NaN NaN
-0,42577929156507055 -0,9048270524660205 NaN NaN NaN NaN
-0,30901699437494506 -0,9510565162951543 NaN NaN NaN NaN
-0,18738131458572202 -0,9822872507286892 NaN NaN NaN NaN
-0,06279051952931054 -0,9980267284282718 NaN NaN NaN NaN
0,06279051952931639 -0,9980267284282713 NaN NaN NaN NaN
0,18738131458572777 -0,982287250728688 NaN NaN NaN NaN
0,3090169943749506 -0,9510565162951525 NaN NaN NaN NaN
0,4257792915650758 -0,904827052466018 NaN NaN NaN NaN
0,5358267949789998 -0,8443279255020131 NaN NaN NaN NaN
0,6374239897486927 -0,7705132427757867 NaN NaN NaN NaN
0,7289686274214143 -0,6845471059286857 NaN NaN NaN NaN
0,8090169943749499 -0,5877852522924697 NaN NaN NaN NaN
0,8763066800438657 -0,48175367410171144 NaN NaN NaN NaN
0,9297764858882531 -0,3681245526846737 NaN NaN NaN NaN
0,9685831611286323 -0,2486898871648502 NaN NaN NaN NaN
0,9921147013144784 -0,12533323356429937 NaN NaN NaN NaN
1 5,084141158371281E-15 NaN NaN NaN NaN
0,9921147013144772 0,12533323356430945 NaN NaN NaN NaN
0,9685831611286297 0,24868988716486004 NaN NaN NaN NaN
0,9297764858882493 0,36812455268468314 NaN NaN NaN NaN
0,8763066800438608 0,4817536741017203 NaN NaN NaN NaN
0,8090169943749439 0,5877852522924779 NaN NaN NaN NaN
0,7289686274214073 0,6845471059286932 NaN NaN NaN NaN
0,6374239897486849 0,7705132427757933 NaN NaN NaN NaN
0,5358267949789911 0,8443279255020185 NaN NaN NaN NaN
0,42577929156506666 0,9048270524660224 NaN NaN NaN NaN
0,30901699437494096 0,9510565162951556 NaN NaN NaN NaN
0,18738131458571777 0,9822872507286899 NaN NaN NaN NaN
0,06279051952930623 0,998026728428272 NaN NaN NaN NaN
-0,06279051952932069 0,9980267284282711 NaN NaN NaN NaN
-0,187381314585732 0,9822872507286873 NaN NaN NaN NaN
-0,3090169943749539 0,9510565162951514 NaN NaN NaN NaN
-0,42577929156507816 0,9048270524660169 NaN NaN NaN NaN
-0,5358267949790011 0,8443279255020122 NaN NaN NaN NaN
-0,6374239897486933 0,7705132427757863 NaN NaN NaN NaN
-0,7289686274214142 0,6845471059286858 NaN NaN NaN NaN
-0,8090169943749493 0,5877852522924706 NaN NaN NaN NaN
-0,8763066800438648 0,4817536741017131 NaN NaN NaN NaN
-0,929776485888252 0,3681245526846763 NaN NaN NaN NaN
-0,9685831611286314 0,24868988716485377 NaN NaN NaN NaN
-0,9921147013144779 0,1253332335643039 NaN NaN NaN NaN
-1 3,6739403974420594E-16 NaN NaN NaN NaN
-0,992114701314478 -0,12533323356430318 NaN NaN NaN NaN
-0,9685831611286315 -0,24868988716485305 NaN NaN NaN NaN
-0,9297764858882523 -0,36812455268467564 NaN NaN NaN NaN
-0,8763066800438651 -0,48175367410171244 NaN NaN NaN NaN
-0,8090169943749497 -0,5877852522924699 NaN NaN NaN NaN
-0,7289686274214147 -0,6845471059286853 NaN NaN NaN NaN
-0,6374239897486939 -0,7705132427757858 NaN NaN NaN NaN
-0,5358267949790018 -0,8443279255020119 NaN NaN NaN NaN
-0,4257792915650788 -0,9048270524660166 NaN NaN NaN NaN
-0,30901699437495456 -0,9510565162951512 NaN NaN NaN NaN
-0,18738131458573273 -0,9822872507286872 NaN NaN NaN NaN
-0,06279051952932231 -0,998026728428271 NaN NaN NaN NaN
0,06279051952930373 -0,9980267284282721 NaN NaN NaN NaN
0,18738131458571444 -0,9822872507286906 NaN NaN NaN NaN
0,30901699437493685 -0,951056516295157 NaN NaN NaN NaN
0,42577929156506195 -0,9048270524660246 NaN NaN NaN NaN
0,535826794978986 -0,8443279255020218 NaN NaN NaN NaN
0,6374239897486795 -0,7705132427757977 NaN NaN NaN NaN
0,7289686274214019 -0,6845471059286988 NaN NaN NaN NaN
0,8090169943749388 -0,587785252292485 NaN NaN NaN NaN
0,8763066800438561 -0,48175367410172876 NaN NaN NaN NaN
0,9297764858882455 -0,3681245526846929 NaN NaN NaN NaN
0,968583161128627 -0,2486898871648711 NaN NaN NaN NaN
0,9921147013144757 -0,12533323356432163 NaN NaN NaN NaN
1 -1,8253427113661445E-14 NaN NaN NaN NaN
0,9921147013144802 0,12533323356428544 NaN NaN NaN NaN
0,968583161128636 0,24868988716483573 NaN NaN NaN NaN
0,9297764858882589 0,368124552684659 NaN NaN NaN NaN
0,8763066800438738 0,4817536741016968 NaN NaN NaN NaN
0,8090169943749602 0,5877852522924555 NaN NaN NaN NaN
0,728968627421427 0,6845471059286722 NaN NaN NaN NaN
0,6374239897487076 0,7705132427757744 NaN NaN NaN NaN
0,5358267949790169 0,8443279255020022 NaN NaN NaN NaN
0,425779291565095 0,904827052466009 NaN NaN NaN NaN
0,3090169943749716 0,9510565162951458 NaN NaN NaN NaN
0,1873813145857503 0,9822872507286838 NaN NaN NaN NaN
0,06279051952934016 0,9980267284282699 NaN NaN NaN NaN
-0,06279051952928588 0,9980267284282733 NaN NaN NaN NaN
-0,18738131458569687 0,9822872507286939 NaN NaN NaN NaN
-0,30901699437491986 0,9510565162951625 NaN NaN NaN NaN
-0,4257792915650458 0,9048270524660321 NaN NaN NaN NaN
-0,5358267949789709 0,8443279255020314 NaN NaN NaN NaN
-0,6374239897486658 0,7705132427758091 NaN NaN NaN NaN
-0,7289686274213897 0,6845471059287119 NaN NaN NaN NaN
-0,8090169943749282 0,5877852522924994 NaN NaN NaN NaN
-0,8763066800438476 0,4817536741017444 NaN NaN NaN NaN
-0,9297764858882389 0,36812455268470956 NaN NaN NaN NaN
-0,9685831611286225 0,2486898871648884 NaN NaN NaN NaN
-0,9921147013144734 0,1253332335643394 NaN NaN NaN NaN
-1 3,6139460187578685E-14 NaN NaN NaN NaN
-0,9921147013144824 -0,12533323356426768 NaN NaN NaN NaN
-0,9685831611286405 -0,2486898871648184 NaN NaN NaN NaN
-0,9297764858882654 -0,36812455268464234 NaN NaN NaN NaN
-0,8763066800438823 -0,48175367410168113 NaN NaN NaN NaN
-0,8090169943749708 -0,587785252292441 NaN NaN NaN NaN
-0,7289686274214392 -0,6845471059286592 NaN NaN NaN NaN
-0,6374239897487214 -0,770513242775763 NaN NaN NaN NaN
-0,535826794979032 -0,8443279255019926 NaN NaN NaN NaN
-0,4257792915651112 -0,9048270524660014 NaN NaN NaN NaN
-0,3090169943749886 -0,9510565162951402 NaN NaN NaN NaN
-0,18738131458576787 -0,9822872507286804 NaN NaN NaN NaN
-0,06279051952935802 -0,9980267284282688 NaN NaN NaN NaN
0,06279051952926802 -0,9980267284282744 NaN NaN NaN NaN
0,1873813145856793 -0,9822872507286974 NaN NaN NaN NaN
0,3090169943749028 -0,9510565162951681 NaN NaN NaN NaN
0,4257792915650296 -0,9048270524660398 NaN NaN NaN NaN
